name,Age,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Zen LX,25,42000,70000,Petrol,Individual,Manual,1
Maruti Zen LX,25,42000,70000,Petrol,Individual,Manual,1
Fiat Linea Active (Diesel),12,190000,80000,Diesel,Individual,Manual,1
Fiat Punto 1.4 Emotion,13,165000,100000,Petrol,Individual,Manual,1
Ford EcoSport 1.5 Diesel Trend Plus BSIV,6,710000,40000,Diesel,Individual,Manual,0
Hyundai Creta 1.6 SX Option,5,1200000,15000,Petrol,Individual,Manual,0
Maruti Zen Estilo LXI BS IV,12,229999,70000,Petrol,Individual,Manual,0
Renault KWID RXT,5,310000,15000,Petrol,Individual,Manual,0
Maruti Wagon R VXI BS IV,8,320000,40000,Petrol,Individual,Manual,0
Maruti 800 AC,17,100000,54000,Petrol,Individual,Manual,0
Hyundai Verna CRDi,14,160000,90000,Diesel,Individual,Manual,0
Maruti 800 AC BSIII,16,60000,52000,Petrol,Individual,Manual,0
Tata Indigo LS,11,100000,200000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel LT,7,350000,35000,Diesel,Individual,Manual,1
Renault Duster 110PS Diesel RxZ AWD,6,700000,60000,Diesel,Individual,Manual,0
Maruti Alto K10 VXI,6,300000,31489,Petrol,Individual,Manual,0
Hyundai i20 1.4 Asta Option,5,830000,40000,Diesel,Individual,Manual,0
Mahindra Quanto C6,10,220000,110000,Diesel,Individual,Manual,0
Tata Indigo LX Dicor,14,130000,50000,Diesel,Individual,Manual,0
Hyundai i20 1.2 Magna,11,330000,44000,Petrol,Individual,Manual,0
Honda City 1.5 S MT,13,254999,90000,Petrol,Individual,Manual,1
Hyundai Verna 1.6 SX VTVT (O),9,600000,50000,Petrol,Individual,Manual,1
Hyundai i10 Magna,11,210000,50000,Petrol,Individual,Manual,0
Maruti Zen Estilo 1.1 LXI BSIII,16,120000,81366,Petrol,Individual,Manual,0
Maruti Esteem Vxi - BSIII,17,95000,110000,Petrol,Individual,Manual,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,17,229999,300000,Diesel,Individual,Manual,0
Hyundai Verna Transform VTVT,13,229999,70000,Petrol,Individual,Manual,0
Hyundai i20 Magna Optional 1.4 CRDi,10,400000,100000,Diesel,Individual,Manual,0
Maruti Gypsy King Hard Top Ambulance BSIV,18,300000,70000,Petrol,Individual,Manual,1
Ford Figo Diesel Celebration Edition,10,300000,50000,Diesel,Individual,Manual,0
Ford Fiesta 1.4 SXi TDCi,14,80000,180000,Diesel,Individual,Manual,1
Maruti 800 AC,15,80000,50000,Petrol,Individual,Manual,1
Maruti Esteem Vxi,16,100000,90000,Petrol,Individual,Manual,1
Tata Indica Vista Quadrajet LS,11,300000,110000,Diesel,Individual,Manual,0
Maruti Baleno Zeta Automatic,5,700000,26000,Petrol,Individual,Automatic,0
Maruti Vitara Brezza ZDi Plus,7,975000,65000,Diesel,Individual,Manual,0
Chevrolet Captiva LT,14,500000,130000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxL Optional,10,550000,75000,Diesel,Individual,Manual,1
Nissan Terrano XV Premium 110 PS,9,550000,110000,Diesel,Individual,Manual,1
Maruti Alto K10 2010-2014 VXI,9,240000,50000,Petrol,Individual,Manual,0
Maruti 800 Std,26,50000,80000,Petrol,Individual,Manual,1
Tata Indica Vista Aura 1.2 Safire,14,120000,80000,Petrol,Individual,Manual,1
Maruti Alto 800 LXI,10,900000,60000,Petrol,Individual,Manual,1
Honda City 1.5 V MT,14,250000,90000,Petrol,Individual,Manual,1
Renault KWID 1.0 RXT Optional,6,280000,36000,Petrol,Individual,Manual,0
Tata Indica Vista Terra Quadrajet 1.3L BS IV,13,85000,87000,Diesel,Individual,Manual,0
Tata Indica Vista Terra 1.4 TDI,12,90000,80000,Diesel,Individual,Manual,0
Chevrolet Enjoy TCDi LT 8 Seater,8,500000,50000,Diesel,Individual,Manual,0
Maruti 800 Std,10,200000,60000,Petrol,Individual,Manual,0
Renault KWID RXT,8,250000,50000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDI,9,185000,40000,Diesel,Individual,Manual,1
Hyundai i10 Magna 1.1,15,100000,60000,Petrol,Individual,Manual,1
Toyota Etios VXD,8,610000,55000,Diesel,Individual,Manual,0
Mahindra Quanto C8,11,290000,80000,Diesel,Individual,Manual,0
Mahindra Xylo E9,11,300000,295000,Diesel,Individual,Manual,0
Hyundai EON Era Plus,8,225000,80000,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,6,320000,50000,Petrol,Individual,Manual,1
Tata Indigo CR4,11,135000,158000,Diesel,Individual,Manual,1
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,17,400000,400000,Diesel,Individual,Manual,1
Maruti Wagon R VXI BS IV,7,400000,25000,Petrol,Individual,Manual,0
Hyundai i20 Active 1.2 S,6,570000,35000,Petrol,Individual,Manual,0
Maruti Ignis 1.2 Zeta BSIV,5,500000,12000,Petrol,Individual,Manual,0
Maruti Omni MPI STD BSIV,8,130000,70000,Petrol,Individual,Manual,0
Tata Tiago 1.2 Revotron XZ,5,360000,4000,Petrol,Individual,Manual,0
Ford Figo Aspire 1.2 Ti-VCT Trend,6,530000,10832,Petrol,Dealer,Manual,0
Hyundai i10 Era,14,250000,50000,Petrol,Individual,Manual,0
Nissan Sunny XL,7,600000,19495,Petrol,Dealer,Manual,0
Renault Duster 85PS Diesel RxL Plus,10,570000,62668,Diesel,Dealer,Manual,0
Mahindra XUV500 W6 2WD,10,850000,85710,Diesel,Dealer,Manual,0
Ford Figo Diesel EXI,12,250000,55130,Diesel,Dealer,Manual,1
Ford Ecosport 1.5 DV5 MT Titanium,9,580000,63356,Diesel,Dealer,Manual,1
Toyota Fortuner 3.0 Diesel,11,1680000,129627,Diesel,Dealer,Manual,0
Chevrolet Spark 1.0 LT,13,180000,15000,Petrol,Individual,Manual,0
Tata Tiago 1.2 Revotron XE,6,300000,50000,Petrol,Individual,Manual,0
Toyota Etios Liva VX,11,269000,70000,Petrol,Individual,Manual,1
Maruti Alto K10 VXI,5,231999,20000,Petrol,Individual,Manual,0
Chevrolet Beat LS,12,150000,60000,Petrol,Individual,Manual,1
Hyundai Grand i10 Asta Option,6,495000,5000,Petrol,Individual,Manual,0
Maruti Ciaz VXi,9,700000,15000,Petrol,Individual,Manual,0
Datsun GO Plus T BSIV,5,400000,4400,Petrol,Individual,Manual,1
Mahindra Xylo H4,4,599000,15000,Diesel,Individual,Manual,1
Renault Duster 85PS Diesel RxL Optional,10,421000,45000,Diesel,Individual,Manual,0
Ford EcoSport 1.5 Diesel Trend BSIV,5,841000,1000,Diesel,Individual,Manual,0
Hyundai i10 Magna 1.1L,9,295000,38500,Petrol,Individual,Manual,0
Hyundai i10 Sportz,12,220000,25000,Petrol,Individual,Manual,0
Ford Classic 1.4 Duratorq LXI,10,250000,35000,Diesel,Individual,Manual,0
Toyota Fortuner 3.0 Diesel,14,1100000,110000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 VTVT,11,300000,40000,Petrol,Individual,Manual,0
Chevrolet Aveo U-VA 1.2,16,80000,110000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel LT,10,215000,20000,Diesel,Individual,Manual,1
Hyundai EON Magna Plus,11,245000,14987,Petrol,Dealer,Manual,0
Ford EcoSport 1.5 TDCi Titanium BSIV,7,650000,25061,Diesel,Dealer,Manual,0
Ford Ecosport 1.5 Diesel Titanium,6,760000,42494,Diesel,Dealer,Manual,0
Honda Amaze S i-Dtech,9,395000,44875,Diesel,Dealer,Manual,0
Ford Figo Diesel EXI,9,280000,89741,Diesel,Dealer,Manual,1
Honda Jazz 1.5 S i DTEC,7,495000,65000,Diesel,Dealer,Manual,0
Honda Jazz 1.5 VX i DTEC,7,525000,35000,Diesel,Dealer,Manual,0
Toyota Innova 2.5 GX 8 STR BSIV,14,420000,347089,Diesel,Dealer,Manual,0
Tata New Safari DICOR 2.2 VX 4x2,13,210000,34500,Diesel,Individual,Manual,0
Hyundai i20 Active 1.2 S,5,650000,30000,Petrol,Individual,Manual,0
BMW 3 Series 320d Luxury Line,5,2300000,39000,Diesel,Individual,Automatic,0
Ford Freestyle Titanium Plus Diesel BSIV,4,525000,16000,Diesel,Individual,Manual,0
Maruti Wagon R LXI CNG,13,195000,80000,Other,Individual,Manual,1
Maruti Ertiga SHVS VDI,7,650000,60000,Diesel,Individual,Manual,0
Mahindra TUV 300 T6 Plus,8,540000,110000,Diesel,Individual,Manual,0
Maruti Alto 800 LXI,9,180000,61000,Petrol,Individual,Manual,0
Mahindra Bolero Power Plus ZLX,6,750000,29000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS ZDI Plus,5,980000,50000,Diesel,Individual,Manual,0
Fiat Grande Punto EVO 90HP 1.3 Sport,9,250000,90000,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz AT,5,550000,35000,Petrol,Individual,Automatic,0
Volkswagen Vento 1.6 Highline,8,509999,43000,Petrol,Individual,Manual,1
Maruti Alto K10 LXI,6,320000,50000,Petrol,Individual,Manual,0
Hyundai EON D Lite,7,275000,25000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,10,550000,222252,Diesel,Individual,Manual,0
Maruti Wagon R VXI Minor,14,145000,50000,Petrol,Individual,Manual,1
Fiat Grande Punto Emotion 90Hp,10,250000,80000,Diesel,Individual,Manual,0
Hyundai Verna 1.6 SX,11,520000,35000,Diesel,Individual,Manual,0
Maruti Alto LXi,16,95000,85000,Petrol,Individual,Manual,1
Toyota Innova 2.5 V Diesel 7-seater,12,725000,110000,Diesel,Individual,Manual,1
Maruti 800 AC,17,55000,70000,Petrol,Individual,Manual,1
Honda City i DTEC VX,9,600000,100000,Diesel,Individual,Manual,0
Volkswagen Vento New Diesel Highline,10,330000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire VDI,8,470000,89000,Diesel,Individual,Manual,0
Maruti Swift ZDi,10,365000,120000,Diesel,Individual,Manual,0
Hyundai EON Magna Plus,10,250000,40000,Petrol,Individual,Manual,1
Maruti Wagon R VXI BS IV,6,430000,17000,Petrol,Individual,Manual,0
Maruti Swift VDI,10,400000,125000,Diesel,Individual,Manual,1
Maruti Swift Dzire ZXI,8,615000,110000,Petrol,Individual,Manual,1
Ford Figo Diesel Titanium,12,150000,120000,Diesel,Individual,Manual,1
Ford Figo Diesel ZXI,9,240000,90000,Diesel,Individual,Manual,0
Mahindra Scorpio S10 7 Seater,9,800000,90000,Diesel,Individual,Manual,0
Hyundai EON LPG Magna Plus,8,240000,110000,Other,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium,9,600000,87000,Diesel,Individual,Manual,1
Mahindra Scorpio LX,9,800000,15000,Diesel,Individual,Manual,0
Hyundai EON 1.0 Kappa Magna Plus,8,160000,70000,Petrol,Individual,Manual,0
Ford Fiesta Classic 1.6 Duratec CLXI,11,350000,38000,Petrol,Individual,Manual,0
Honda City 1.5 V MT,12,300000,64000,Petrol,Individual,Manual,1
Tata Sumo Gold EX BSIII,8,399000,55250,Diesel,Individual,Manual,0
Mahindra Bolero DI,12,300000,110000,Diesel,Individual,Manual,0
Maruti A-Star AT VXI,11,150000,70000,Petrol,Individual,Automatic,0
Chevrolet Cruze LTZ,13,320000,60000,Diesel,Individual,Manual,1
Tata Hexa XM,5,1280000,17000,Diesel,Individual,Manual,0
Renault KWID 1.0 RXT Optional,6,300000,13000,Petrol,Individual,Manual,1
Nissan Terrano XL Plus ICC WT20 SE,7,1000000,60000,Diesel,Individual,Manual,0
Mitsubishi Pajero Sport 4X4,11,1090000,120000,Diesel,Individual,Manual,1
Tata New Safari DICOR 2.2 GX 4x2 BS IV,11,450000,97000,Diesel,Individual,Manual,1
Tata Indica GLS BS IV,16,60000,130000,Petrol,Individual,Manual,1
Maruti Swift Dzire ZXI,10,500000,50000,Petrol,Individual,Manual,0
Tata Indigo CR4,11,200000,120000,Diesel,Individual,Manual,1
Ford Ecosport 1.5 DV5 MT Titanium,8,650000,68000,Diesel,Individual,Manual,0
Maruti Alto LXi,17,60000,100000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,10,250999,80000,Diesel,Individual,Manual,0
Hyundai Accent Executive CNG,11,185000,67000,Other,Dealer,Manual,1
Maruti Alto K10 VXI,8,155000,60000,Petrol,Individual,Manual,0
Maruti Swift VXI,4,600000,5000,Petrol,Individual,Manual,0
Renault KWID RXE,7,300000,20000,Petrol,Individual,Manual,0
Hyundai Creta 1.6 E Plus,5,850000,12500,Petrol,Individual,Manual,0
Maruti Eeco CNG 5 Seater AC BSIV,4,470000,4000,Other,Individual,Manual,0
Ford Figo 1.2P Titanium MT,4,600000,25000,Petrol,Individual,Manual,0
Toyota Innova 2.5 G (Diesel) 7 Seater,10,700000,70000,Diesel,Individual,Manual,1
Maruti Wagon R LXI DUO BSIII,16,70000,162000,Other,Individual,Manual,0
Toyota Fortuner 3.0 Diesel,13,1250000,205000,Diesel,Individual,Manual,1
Audi A6 2.8 FSI,15,650000,70000,Petrol,Individual,Automatic,1
Hyundai Xcent 1.2 CRDi S,5,450000,70000,Diesel,Individual,Manual,1
Mahindra XUV500 W8 2WD,9,750000,100000,Diesel,Individual,Manual,1
Toyota Innova 2.5 G (Diesel) 7 Seater,10,775000,70000,Diesel,Individual,Manual,1
Hyundai Santa Fe 4X4,12,800000,220000,Diesel,Individual,Manual,0
Honda Amaze E i-Vtech,8,360000,80000,Petrol,Individual,Manual,1
Toyota Corolla Altis Diesel D4DG,13,250000,120000,Diesel,Individual,Manual,0
Jeep Compass 2.0 Longitude Option BSIV,6,1490000,22038,Diesel,Individual,Manual,0
Nissan Terrano XL 110 PS,10,600000,80000,Diesel,Individual,Manual,0
Maruti Alto LX,13,120000,90000,Petrol,Individual,Manual,0
Tata New Safari DICOR 2.2 EX 4x2,11,320000,140000,Diesel,Individual,Manual,1
Mahindra Thar 4X2,12,400000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire ZDI,8,302000,60000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel LT,12,130000,80000,Diesel,Individual,Manual,1
Maruti Swift Dzire LXI Option,9,150000,60000,Petrol,Individual,Manual,1
Tata Indica Vista Aura Plus 1.3 Quadrajet,11,200000,90000,Diesel,Individual,Manual,1
Toyota Innova 2.5 G1 BSIV,11,950000,80000,Diesel,Individual,Manual,0
Maruti Swift Vdi BSIII,15,120000,175000,Diesel,Individual,Manual,1
Mahindra XUV500 W7 BSIV,4,1400000,10000,Diesel,Individual,Manual,0
Hyundai i20 1.2 Asta Option,6,620000,65000,Petrol,Individual,Manual,0
Toyota Innova 2.5 GX 8 STR BSIV,11,449000,90000,Diesel,Individual,Manual,0
Maruti Alto LXi,16,100000,70000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,5,600000,2500,Petrol,Individual,Manual,0
Honda Amaze VX i-DTEC,7,700000,35000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel LT,11,250000,40000,Diesel,Individual,Manual,0
Maruti Baleno RS 1.0 Petrol,5,550000,63000,Petrol,Individual,Manual,0
Skoda Superb Ambition 2.0 TDI CR AT,10,675000,88000,Diesel,Dealer,Automatic,0
Nissan Terrano XL Plus 85 PS,8,530000,55000,Diesel,Dealer,Manual,0
Chevrolet Enjoy TCDi LT 7 Seater,9,325000,71014,Diesel,Dealer,Manual,0
Renault Scala Diesel RxL,8,370000,60000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5 TDI Ambition,9,360000,70000,Diesel,Individual,Manual,0
Skoda Superb LK 1.8 TSI AT,11,650000,60000,Petrol,Dealer,Automatic,0
Ford Fiesta 1.5 TDCi Titanium,11,199000,92000,Diesel,Dealer,Manual,1
Mahindra Quanto C6,9,285000,89126,Diesel,Individual,Manual,0
Volkswagen Jetta 1.9 TDI Comfortline DSG,14,260000,134000,Diesel,Individual,Automatic,0
Maruti Ciaz 1.4 AT Zeta,4,869999,15000,Petrol,Dealer,Automatic,0
Hyundai Grand i10 1.2 CRDi Magna,7,425000,42500,Diesel,Dealer,Manual,0
Chevrolet Cruze LTZ AT,11,490000,42000,Diesel,Dealer,Automatic,0
Mahindra XUV500 AT W8 FWD,8,750000,70000,Diesel,Individual,Automatic,1
Honda City 1.5 EXI,19,125000,110000,Petrol,Individual,Manual,1
Fiat Linea 1.3 Emotion,9,221000,131365,Diesel,Individual,Manual,0
Volkswagen Vento 1.5 TDI Highline AT,7,724000,48980,Diesel,Dealer,Automatic,0
Honda Amaze VX AT i-Vtech,9,440000,46000,Petrol,Dealer,Automatic,0
Chevrolet Spark 1.0 LS,14,70000,60000,Petrol,Individual,Manual,1
Maruti Baleno Delta Diesel,8,511000,58000,Diesel,Dealer,Manual,0
Maruti S-Cross Alpha DDiS 200 SH,7,790000,22000,Diesel,Dealer,Manual,0
Hyundai i20 1.2 Asta Option,6,640000,37000,Petrol,Individual,Manual,0
Hyundai Santro Xing GLS,14,120000,70000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel LT,11,126000,98900,Diesel,Individual,Manual,1
Chevrolet Beat Diesel LT,11,120000,125000,Diesel,Individual,Manual,0
Mahindra TUV 300 T4 Plus,6,650000,60000,Diesel,Individual,Manual,0
Hyundai Grand i10 Asta,9,450000,80000,Petrol,Individual,Manual,1
Maruti Zen Estilo LXI Green (CNG),13,110000,80000,Other,Individual,Manual,1
Mahindra Bolero Power Plus Plus AC BSIV PS,6,600000,40000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 4WD,11,620000,80000,Diesel,Individual,Manual,1
Ford Ecosport 1.5 DV5 MT Titanium,9,600000,30000,Diesel,Individual,Manual,0
Mahindra Bolero Power Plus ZLX,5,795000,35000,Diesel,Individual,Manual,0
Tata Winger Deluxe - Hi Roof (AC),12,300000,180000,Diesel,Individual,Manual,1
Renault Lodgy 85PS RxL,8,495000,60000,Diesel,Individual,Manual,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
Audi Q3 2.0 TDI Quattro Premium Plus,8,1750000,127643,Diesel,Dealer,Automatic,0
Tata Hexa XTA,5,1350000,34000,Diesel,Individual,Automatic,0
Mahindra Xylo D4,9,350000,145000,Diesel,Individual,Manual,0
Datsun RediGO AMT 1.0 S,5,300000,25000,Petrol,Individual,Automatic,0
Tata Zest Revotron 1.2T XMS,5,400000,54000,Petrol,Dealer,Manual,1
Audi A6 2.0 TDI  Design Edition,9,1750000,102354,Diesel,Dealer,Automatic,0
Maruti Zen LX,24,70000,70000,Petrol,Individual,Manual,1
Nissan Sunny XL D,5,500000,70000,Diesel,Individual,Manual,0
Audi Q3 35 TDI Quattro Technology,6,2575000,36000,Diesel,Dealer,Automatic,0
Honda Brio VX,9,345000,58000,Petrol,Dealer,Manual,0
Tata Indigo CR4,10,220000,100000,Diesel,Individual,Manual,0
Audi Q5 2.0 TFSI Quattro Premium Plus,9,1850000,62237,Petrol,Dealer,Automatic,0
Hyundai Santro Xing XL eRLX Euro III,18,114999,90000,Petrol,Dealer,Manual,1
Maruti 800 AC,24,50000,100000,Petrol,Individual,Manual,1
Honda Jazz Select Edition,6,585000,14000,Petrol,Dealer,Manual,0
Ford EcoSport 1.5 TDCi Titanium BSIV,5,950000,21394,Diesel,Dealer,Manual,0
Maruti Swift Dzire AMT VXI,5,625000,13800,Petrol,Individual,Automatic,0
Hyundai Creta 1.6 SX Automatic,6,1035000,23000,Petrol,Dealer,Automatic,0
Datsun GO T Petrol,8,310000,32686,Petrol,Dealer,Manual,0
Mahindra Xylo D4,6,600000,99700,Diesel,Individual,Manual,0
Toyota Fortuner 2.8 4WD AT BSIV,4,3100000,5000,Diesel,Individual,Automatic,0
Honda City i-DTEC SV,9,650000,49654,Diesel,Dealer,Manual,0
Hyundai Grand i10 Asta,7,550000,45457,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 CRDi SX,6,1260000,39221,Diesel,Dealer,Manual,0
Hyundai i20 Sportz 1.2,7,660000,48220,Petrol,Dealer,Manual,0
Hyundai i20 Sportz 1.2,6,700000,11114,Petrol,Dealer,Manual,0
Hyundai Getz 1.5 CRDi GVS,15,235000,60208,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline,10,475000,80000,Diesel,Dealer,Manual,0
Mercedes-Benz E-Class 280 CDI Elegance,15,795000,98600,Diesel,Dealer,Automatic,0
Audi RS7 2015-2019 Sportback Performance,7,8900000,13000,Petrol,Dealer,Automatic,0
Audi Q5 3.0 TDI Quattro Technology,8,3200000,30000,Diesel,Dealer,Automatic,0
MG Hector Smart AT,4,1860000,18000,Petrol,Dealer,Automatic,0
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,13,4200000,100000,Diesel,Dealer,Automatic,0
Honda City VX CVT,8,850000,58000,Petrol,Dealer,Automatic,0
Mahindra Xylo D4,6,585000,85441,Diesel,Dealer,Manual,0
Mahindra Verito 1.5 D4 BSIV,8,380000,64541,Diesel,Dealer,Manual,0
Maruti Swift Dzire VDI,4,650000,35000,Diesel,Individual,Manual,0
Maruti Swift ZXI Plus,5,600000,30000,Petrol,Individual,Manual,0
Nissan Micra Active XV,6,434999,16267,Petrol,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline,10,525000,71500,Diesel,Dealer,Manual,0
BMW 5 Series 520d Luxury Line,4,4800000,12999,Diesel,Dealer,Automatic,0
Chevrolet Aveo U-VA 1.2 LS,15,160000,80000,Petrol,Individual,Manual,0
Maruti Zen Estilo 1.1 LXI BSIII,16,160000,90000,Petrol,Individual,Manual,1
Chevrolet Spark 1.0 LT,11,125000,28000,Petrol,Individual,Manual,0
Mahindra Bolero Power Plus Plus AC BSIV PS,8,430000,200000,Diesel,Individual,Manual,0
Hyundai Creta 1.6 VTVT S,6,900000,14700,Petrol,Individual,Manual,0
Maruti Alto LX,23,61000,90000,Petrol,Individual,Manual,1
Maruti Wagon R LXI BS IV,6,400000,50000,Petrol,Individual,Manual,0
Hyundai Santro Xing XS,14,150000,100000,Petrol,Individual,Manual,1
Volkswagen Polo GT 1.0 TSI,4,950000,24000,Petrol,Individual,Automatic,0
Tata Indigo CR4,10,220000,100000,Diesel,Individual,Manual,0
Hyundai Getz GLX,16,110000,90000,Petrol,Individual,Manual,0
Tata Bolt Revotron XM,8,375000,30000,Petrol,Individual,Manual,0
Datsun GO Plus T Option,6,350000,80000,Petrol,Individual,Manual,0
Hyundai i20 Magna 1.4 CRDi (Diesel),11,310000,92686,Diesel,Dealer,Manual,1
Tata Indica GLS BS IV,13,90000,300000,Petrol,Individual,Manual,1
Volkswagen Vento Petrol Highline,12,350000,90000,Petrol,Individual,Manual,1
Hyundai Santro LS zipPlus,20,100000,60000,Petrol,Individual,Manual,0
Mahindra XUV500 AT W6 2WD,6,1300000,40000,Diesel,Individual,Automatic,0
Maruti Wagon R LXI,19,70000,90000,Petrol,Individual,Manual,1
Chevrolet Sail Hatchback LT ABS,10,225000,80000,Diesel,Individual,Manual,0
Honda City 1.3 EXI,21,145000,100000,Petrol,Individual,Manual,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,5,930000,20000,Diesel,Individual,Manual,0
Maruti Swift VXI,4,550000,51000,Petrol,Individual,Manual,0
Maruti Alto LX BSIII,15,85000,120000,Petrol,Individual,Manual,1
Hyundai EON Era Plus Sports Edition,9,280000,55000,Petrol,Individual,Manual,0
Hyundai EON Magna Plus,5,360000,6000,Petrol,Individual,Manual,0
Maruti Alto LXi,12,150000,40000,Petrol,Individual,Manual,1
Skoda Rapid 1.6 MPI AT Ambition BSIV,6,900000,15000,Petrol,Individual,Automatic,0
Ambassador CLASSIC 1500 DSL AC,18,120000,50000,Diesel,Individual,Manual,1
Fiat Linea T Jet Emotion,13,215000,90000,Petrol,Individual,Manual,1
Renault Scala Diesel RxL,10,550000,38500,Diesel,Individual,Manual,0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,5,775000,35000,Petrol,Individual,Manual,0
Maruti Gypsy King HT BSIV,22,409999,49359,Petrol,Individual,Manual,1
Maruti 800 AC Uniq,18,65000,70000,Petrol,Individual,Manual,1
Maruti Wagon R LXI Minor,15,200000,90000,Petrol,Individual,Manual,1
Maruti Wagon R VXI BS IV,13,240000,50000,Petrol,Individual,Manual,1
Toyota Innova 2.5 VX 8 STR,11,800000,108731,Diesel,Individual,Manual,0
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,13,400000,120000,Diesel,Individual,Manual,0
Tata Sumo Gold EX BSIII,7,500000,60000,Diesel,Individual,Manual,0
Mahindra Renault Logan 1.5 DLX Diesel,16,150000,90000,Diesel,Individual,Manual,1
Toyota Etios GD,9,500000,140000,Diesel,Individual,Manual,1
Hyundai EON Magna Plus,9,320000,80000,Petrol,Individual,Manual,0
Nissan Micra Diesel XV,10,300000,90000,Diesel,Individual,Manual,0
Renault Lodgy Stepway 85PS RXZ 8S,6,650000,40000,Diesel,Individual,Manual,0
Maruti Alto 800 LXI,5,285000,14000,Petrol,Individual,Manual,0
Tata Aria Pleasure 4x2,11,360000,70000,Diesel,Individual,Manual,1
Honda Accord 2.4 MT,14,450000,55000,Petrol,Individual,Manual,1
Maruti Alto LXi,12,175000,60000,Petrol,Individual,Manual,1
Chevrolet Cruze LT,12,350000,74000,Diesel,Individual,Manual,1
Ford Figo Aspire 1.5 TDCi Titanium,3,530000,45000,Diesel,Dealer,Manual,0
Honda City i-DTEC ZX,6,1025000,38000,Diesel,Dealer,Manual,0
Honda BR-V i-DTEC VX MT,6,950000,24000,Diesel,Dealer,Manual,0
Honda WR-V i-VTEC VX,6,725000,29976,Petrol,Dealer,Manual,0
Honda City i VTEC VX,6,919999,41000,Petrol,Dealer,Manual,0
Honda Jazz 1.5 V i DTEC,5,700000,15000,Diesel,Dealer,Manual,0
Honda Jazz 1.5 VX i DTEC,6,725000,36000,Diesel,Dealer,Manual,0
Honda BR-V i-VTEC VX MT,6,840000,30646,Petrol,Dealer,Manual,0
Maruti Wagon R VXI BS IV,8,365000,23600,Petrol,Dealer,Manual,0
Honda City i DTEC SV,9,665000,71318,Diesel,Dealer,Manual,0
Maruti 800 Std,20,50000,78098,Petrol,Individual,Manual,0
Hyundai EON Era Plus,9,225000,30000,Petrol,Individual,Manual,0
Hyundai i10 Era,11,229999,45000,Petrol,Individual,Manual,1
Hyundai Santro Xing GL,15,145000,67000,Petrol,Individual,Manual,0
Ford Figo Aspire Facelift,5,624000,14681,Diesel,Dealer,Manual,0
Hyundai Verna 1.4 VTVT,8,500000,25000,Petrol,Individual,Manual,0
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,6,750000,18054,Petrol,Dealer,Manual,0
Honda City i DTEC VX,8,785000,40000,Diesel,Individual,Manual,0
Hyundai i10 Sportz,12,225000,30000,Petrol,Individual,Manual,0
Hyundai Xcent 1.1 CRDi Base,6,300000,80000,Diesel,Individual,Manual,0
Hyundai i20 Asta 1.4 CRDi,7,680000,20000,Diesel,Individual,Manual,0
Mahindra TUV 300 T8,7,700000,40000,Diesel,Individual,Manual,0
Tata Indigo CS eLS BS IV,12,180000,120000,Diesel,Individual,Manual,0
Ford Fiesta 1.4 SXi TDCi ABS,15,270000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire VXi,13,370000,97000,Petrol,Individual,Manual,1
Mahindra Xylo H8 ABS with Airbags,5,1100000,70000,Diesel,Individual,Manual,0
Hyundai Accent CRDi,19,120000,120000,Diesel,Individual,Manual,1
Skoda Rapid 1.6 TDI PRESTIGE,10,430000,88000,Diesel,Individual,Manual,1
Maruti Swift ZDi,9,550000,38406,Diesel,Dealer,Manual,0
Hyundai Santro Xing GLS,9,320000,54350,Petrol,Dealer,Manual,0
