name,owner,Age,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,transmission_Manual
Maruti Swift Dzire VDI,0,10,250000,55000,1,0,0,1,1
Maruti Swift Star VDI,0,10,250000,55000,1,0,0,1,1
Chevrolet Beat LT Option,0,8,240000,60000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna BSIV,0,3,545000,5000,0,1,0,1,1
Hyundai i10 Magna 1.1 iTech SE,0,8,300000,48000,0,1,1,0,1
Chevrolet Beat LT,1,13,130000,80000,0,1,0,1,1
Renault KWID RXT,0,6,240000,50000,0,1,0,1,1
Renault KWID 1.0 RXT Optional,0,5,360000,15000,0,1,0,1,1
Hyundai i20 1.4 CRDi Magna,0,11,250000,70000,1,0,0,1,1
Skoda Laura Elegance 2.0 TDI CR AT,0,4,475000,105000,1,0,1,0,0
Hyundai i20 Asta Option 1.4 CRDi,1,7,600000,50000,1,0,0,1,1
Tata Indigo CR4,1,13,150000,80000,1,0,0,1,1
Ford EcoSport 1.5 Diesel Trend BSIV,0,6,700000,50000,1,0,0,1,1
Mahindra XUV500 W6 2WD,0,7,1290000,5000,1,0,0,1,1
Hyundai Santro Xing XG,0,19,80000,58000,0,1,0,1,1
Hyundai Grand i10 Sportz,0,8,425000,12000,0,1,0,1,1
Maruti Celerio ZXI AMT BSIV,0,5,500000,10000,0,1,0,1,0
Hyundai Santro Xing GLS,1,11,193000,45000,0,1,0,1,1
Honda City i VTEC V,0,8,800000,10000,0,1,0,1,1
Maruti Wagon R LXI Minor,0,15,150000,50000,0,1,0,1,1
Maruti 800 AC,1,21,80000,40000,0,1,0,1,1
Ford Figo Diesel EXI,1,13,130000,100000,1,0,0,1,1
Ford Figo Diesel EXI,1,11,280000,80000,1,0,0,1,1
Mahindra Xylo D2 BS IV,1,12,229999,110000,1,0,0,1,1
Maruti Zen Estilo VXI BSIII,0,15,80000,120000,0,1,0,1,1
Tata Nano Cx BSIII,0,13,70000,10000,0,1,0,1,1
Maruti Ritz VDi,1,10,240000,60000,1,0,0,1,1
Mahindra Xylo E8,1,13,380000,72000,1,0,0,1,1
Maruti Ritz VDi,1,10,240000,60000,1,0,0,1,1
Hyundai Santro Xing XO,0,17,80000,110000,0,1,0,1,1
Hyundai i10 Era,0,10,265000,50000,0,1,0,1,1
Hyundai EON Magna Plus Option,0,5,320000,25000,0,1,0,1,1
Nissan Terrano XL 110 PS,1,9,500000,120000,1,0,0,1,1
Hyundai Creta 1.6 CRDi SX Option,0,7,1300000,55000,1,0,0,1,1
Mahindra Scorpio S11 BSIV,0,5,1500000,35000,1,0,0,1,1
Toyota Innova Crysta 2.8 ZX AT BSIV,0,7,1800000,110000,1,0,0,1,0
Mahindra XUV500 W6 2WD,1,9,600000,80000,1,0,0,1,1
Tata Tiago 1.2 Revotron XT,0,5,420000,80000,0,1,0,1,1
Maruti Zen Estilo LXI BS IV,0,14,140000,120000,0,1,0,1,1
Skoda Laura Ambiente 2.0 TDI CR MT,1,13,300000,100000,1,0,0,1,1
Hyundai Santro Xing XL eRLX Euro III,1,17,100000,60000,0,1,1,0,1
Maruti Alto K10 VXI,0,6,350000,25000,0,1,1,0,1
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,0,5,850000,19000,0,1,1,0,1
Maruti Alto LX,0,15,140000,54000,0,1,1,0,1
Ford Aspire Titanium Plus BSIV,1,8,550000,17100,0,1,1,0,1
Hyundai Grand i10 Asta Option AT,0,6,525000,19000,0,1,1,0,0
Ford Ecosport 1.5 DV5 MT Titanium,0,8,470000,146000,1,0,1,0,1
Ford Endeavour 3.0L 4X4 AT,0,10,900000,98000,1,0,1,0,0
Ford Endeavour 2.5L 4X2,1,12,500000,224642,1,0,1,0,1
Maruti Zen LXI,1,25,80000,120000,0,1,0,1,1
Mahindra Verito 1.5 D2 BSIII,0,12,175000,175000,1,0,0,1,1
Mahindra XUV500 AT W10 AWD,1,6,1350000,15000,1,0,0,1,0
Renault Duster 110PS Diesel RxZ,0,6,800000,50000,1,0,0,1,1
Datsun RediGO 1.0 S,0,6,250000,15000,0,1,0,1,1
Maruti Ignis 1.2 AMT Alpha BSIV,0,5,700000,25000,0,1,0,1,0
Tata Nexon 1.5 Revotorq XM,0,4,800000,25000,1,0,0,1,1
Mahindra XUV500 W6 2WD,0,10,660000,69000,1,0,0,1,1
Maruti Swift VDI BSIV,1,8,465000,60000,1,0,0,1,1
Mahindra Scorpio 2.6 CRDe,1,17,180000,222435,1,0,0,1,1
Maruti Swift Dzire VDI,1,6,600000,66000,1,0,0,1,1
Ford Fiesta 1.4 ZXi Duratec,0,13,150000,110000,0,1,0,1,1
Hyundai Verna 1.6 SX,1,9,450000,78000,1,0,0,1,1
Hyundai Elite i20 Sportz Plus BSIV,0,4,721000,10000,0,1,0,1,1
Maruti Swift 1.2 DLX,0,5,300000,35000,0,1,0,1,1
Mahindra Scorpio BSIV,0,4,1000000,10000,1,0,0,1,1
Renault KWID RXT,0,7,300000,40000,0,1,0,1,1
Mahindra Scorpio LX,0,10,450000,120000,1,0,0,1,1
Maruti Esteem AX,0,26,79000,70000,0,1,0,1,0
Ford Figo 1.5D Trend MT,0,6,545000,40000,1,0,0,1,1
Honda Amaze V Diesel BSIV,0,5,844999,20000,1,0,0,1,1
Skoda Rapid 1.5 TDI Ambition,0,7,700000,93000,1,0,0,1,1
Toyota Etios VD,0,7,650000,159000,1,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,1,9,525000,75000,1,0,0,1,1
Ford Fiesta Classic 1.4 SXI Duratorq,1,17,110000,101100,1,0,0,1,1
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,0,12,180000,66000,1,0,0,1,1
Hyundai i10 Era,1,11,280000,30000,0,1,0,1,1
Renault KWID 1.0 RXT Optional,0,4,400000,10000,0,1,0,1,1
Mahindra XUV500 W8 4WD,1,11,625000,126000,1,0,0,1,1
Volkswagen Vento 1.5 TDI Highline,0,8,535000,70000,1,0,0,1,1
Maruti Swift VDI Optional,0,6,459999,50000,1,0,0,1,1
Mahindra Bolero DI,0,13,300000,100000,1,0,0,1,1
Honda Civic 1.8 V AT,0,16,280000,60000,0,1,0,1,0
Honda Mobilio V i VTEC,0,9,500000,70000,0,1,0,1,1
Hyundai Creta 1.6 SX,0,4,1200000,1200,0,1,0,1,1
Renault KWID RXT,0,7,300000,40000,0,1,0,1,1
Tata Manza ELAN Quadrajet BS IV,1,12,180000,80000,1,0,0,1,1
Hyundai i10 Sportz AT,1,12,180000,134444,0,1,0,1,0
Maruti Alto LXi,1,14,78000,120000,0,1,0,1,1
Nissan Micra Diesel XV Premium,0,12,160000,120000,1,0,0,1,1
Mahindra Scorpio VLX 2WD AIRBAG BSIV,0,9,600000,238000,1,0,0,1,1
Maruti Wagon R LXI Minor,1,15,110000,100000,0,1,0,1,1
Mahindra Bolero SLX 4WD BSIII,1,12,450000,110000,1,0,0,1,1
Mahindra Scorpio S9 BSIV,0,4,1350000,35000,1,0,0,1,1
Honda City 1.3 DX,1,20,120000,165000,0,1,0,1,1
Honda BR-V i-DTEC VX MT,0,5,1040000,42000,1,0,0,1,1
Hyundai Grand i10 CRDi Sportz,1,9,390000,70000,1,0,0,1,1
Tata Nano Lx BSIII,1,12,65000,60000,0,1,0,1,1
Volkswagen Polo Diesel Highline 1.2L,1,10,320000,115000,1,0,0,1,1
Volkswagen Ameo 1.5 TDI Highline,0,6,720000,70000,1,0,0,1,1
Maruti Swift ZXI ABS,1,16,220000,80000,0,1,0,1,1
Maruti Wagon R LXI BS IV,0,12,225000,65000,0,1,1,0,1
Tata Manza Aura (ABS) Quadrajet BS IV,1,13,200000,150000,1,0,0,1,1
Toyota Etios GD,1,8,434999,75000,1,0,1,0,1
Ford Figo Diesel Titanium,0,11,300000,63700,1,0,0,1,1
Honda Amaze VX i-DTEC,0,5,700000,74800,1,0,0,1,1
Ford Endeavour 2.5L 4X2 MT,1,14,500000,105000,1,0,0,1,1
Renault Duster 85PS Diesel RxE,0,7,500000,40000,1,0,0,1,1
Maruti Ritz LDi,1,7,400000,90000,1,0,0,1,1
Toyota Corolla Altis D-4D J,1,8,825000,75000,1,0,1,0,1
Maruti Swift Dzire VDI,0,5,720000,15000,1,0,0,1,1
Maruti 800 AC Uniq,1,14,110000,30000,0,1,0,1,1
Mahindra Scorpio VLX 2WD AIRBAG BSIV,1,9,600000,100000,1,0,0,1,1
Mahindra Scorpio VLX 2WD AT BSIV,1,14,275000,155000,1,0,0,1,0
Land Rover Range Rover Evoque 2.2L Dynamic,1,11,2349000,149000,1,0,0,1,0
Hyundai i20 1.4 Sportz,0,6,740000,60000,1,0,0,1,1
Maruti Baleno Alpha 1.3,0,6,800000,90000,1,0,0,1,1
Hyundai Verna CRDi 1.6 SX Option,0,4,1100000,100000,1,0,0,1,1
BMW X1 sDrive20d,1,11,750000,100000,1,0,0,1,0
Maruti Alto K10 2010-2014 VXI,1,11,200000,90000,0,1,0,1,1
Tata Spacio SA 6 Seater,0,14,210000,75000,1,0,0,1,1
Maruti Swift VDI BSIV,1,14,270000,120000,1,0,0,1,1
Toyota Etios 1.4 VXD,1,7,630000,90000,1,0,0,1,1
Hyundai Xcent 1.2 Kappa S,0,8,375000,55000,0,1,0,1,1
Mahindra Xylo D2,0,13,300000,70000,1,0,0,1,1
Mahindra Bolero Power Plus SLX,1,7,580000,95000,1,0,0,1,1
Hyundai Verna 1.4 CRDi,0,9,550000,50000,1,0,0,1,1
Maruti Ciaz ZDi Plus SHVS,0,7,750000,50000,1,0,0,1,1
Maruti Omni E MPI STD BS IV,0,9,250000,60516,0,1,0,1,1
Hyundai Verna 1.6 SX,1,11,434999,235000,1,0,0,1,1
Mercedes-Benz E-Class 280 CDI,0,16,900000,76731,1,0,1,0,0
Maruti Swift ZDI,0,7,685000,64000,1,0,1,0,1
Maruti Swift VDI BSIV,0,9,540000,65000,1,0,1,0,1
Honda City i-VTEC CVT ZX,1,5,1165000,13000,0,1,1,0,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,0,9,610000,77000,1,0,1,0,1
Hyundai EON Era,0,12,254999,24000,0,1,1,0,1
Nissan Micra Active XV,0,9,280000,63840,0,1,1,0,1
Tata Tiago 1.2 Revotron XT,0,6,370000,25000,0,1,0,1,1
Tata New Safari DICOR 2.2 EX 4x2,1,12,459999,76400,1,0,0,1,1
Maruti Zen LX,1,25,42000,70000,0,1,0,1,1
Maruti Zen LX,1,25,42000,70000,0,1,0,1,1
Fiat Linea Active (Diesel),1,12,190000,80000,1,0,0,1,1
Fiat Punto 1.4 Emotion,1,13,165000,100000,0,1,0,1,1
Ford EcoSport 1.5 Diesel Trend Plus BSIV,0,6,710000,40000,1,0,0,1,1
Hyundai Creta 1.6 SX Option,0,5,1200000,15000,0,1,0,1,1
Maruti Zen Estilo LXI BS IV,0,12,229999,70000,0,1,0,1,1
Renault KWID RXT,0,5,310000,15000,0,1,0,1,1
Maruti Wagon R VXI BS IV,0,8,320000,40000,0,1,0,1,1
Maruti 800 AC,0,17,100000,54000,0,1,0,1,1
Hyundai Verna CRDi,0,14,160000,90000,1,0,0,1,1
Maruti 800 AC BSIII,0,16,60000,52000,0,1,0,1,1
Tata Indigo LS,1,11,100000,200000,1,0,0,1,1
Chevrolet Beat Diesel LT,1,7,350000,35000,1,0,0,1,1
Renault Duster 110PS Diesel RxZ AWD,0,6,700000,60000,1,0,0,1,1
Maruti Alto K10 VXI,0,6,300000,31489,0,1,0,1,1
Hyundai i20 1.4 Asta Option,0,5,830000,40000,1,0,0,1,1
Mahindra Quanto C6,0,10,220000,110000,1,0,0,1,1
Tata Indigo LX Dicor,0,14,130000,50000,1,0,0,1,1
Hyundai i20 1.2 Magna,0,11,330000,44000,0,1,0,1,1
Honda City 1.5 S MT,1,13,254999,90000,0,1,0,1,1
Hyundai Verna 1.6 SX VTVT (O),1,9,600000,50000,0,1,0,1,1
Hyundai i10 Magna,0,11,210000,50000,0,1,0,1,1
Maruti Zen Estilo 1.1 LXI BSIII,0,16,120000,81366,0,1,0,1,1
Maruti Esteem Vxi - BSIII,0,17,95000,110000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,0,17,229999,300000,1,0,0,1,1
Hyundai Verna Transform VTVT,0,13,229999,70000,0,1,0,1,1
Hyundai i20 Magna Optional 1.4 CRDi,0,10,400000,100000,1,0,0,1,1
Maruti Gypsy King Hard Top Ambulance BSIV,1,18,300000,70000,0,1,0,1,1
Ford Figo Diesel Celebration Edition,0,10,300000,50000,1,0,0,1,1
Ford Fiesta 1.4 SXi TDCi,1,14,80000,180000,1,0,0,1,1
Maruti 800 AC,1,15,80000,50000,0,1,0,1,1
Maruti Esteem Vxi,1,16,100000,90000,0,1,0,1,1
Tata Indica Vista Quadrajet LS,0,11,300000,110000,1,0,0,1,1
Maruti Baleno Zeta Automatic,0,5,700000,26000,0,1,0,1,0
Maruti Vitara Brezza ZDi Plus,0,7,975000,65000,1,0,0,1,1
Chevrolet Captiva LT,0,14,500000,130000,1,0,0,1,1
Renault Duster 85PS Diesel RxL Optional,1,10,550000,75000,1,0,0,1,1
Nissan Terrano XV Premium 110 PS,1,9,550000,110000,1,0,0,1,1
Maruti Alto K10 2010-2014 VXI,0,9,240000,50000,0,1,0,1,1
Maruti 800 Std,1,26,50000,80000,0,1,0,1,1
Tata Indica Vista Aura 1.2 Safire,1,14,120000,80000,0,1,0,1,1
Maruti Alto 800 LXI,1,10,900000,60000,0,1,0,1,1
Honda City 1.5 V MT,1,14,250000,90000,0,1,0,1,1
Renault KWID 1.0 RXT Optional,0,6,280000,36000,0,1,0,1,1
Tata Indica Vista Terra Quadrajet 1.3L BS IV,0,13,85000,87000,1,0,0,1,1
Tata Indica Vista Terra 1.4 TDI,0,12,90000,80000,1,0,0,1,1
Chevrolet Enjoy TCDi LT 8 Seater,0,8,500000,50000,1,0,0,1,1
Maruti 800 Std,0,10,200000,60000,0,1,0,1,1
Renault KWID RXT,0,8,250000,50000,0,1,0,1,1
Maruti Swift Dzire VDI,1,9,185000,40000,1,0,0,1,1
Hyundai i10 Magna 1.1,1,15,100000,60000,0,1,0,1,1
Toyota Etios VXD,0,8,610000,55000,1,0,0,1,1
Mahindra Quanto C8,0,11,290000,80000,1,0,0,1,1
Mahindra Xylo E9,0,11,300000,295000,1,0,0,1,1
Hyundai EON Era Plus,0,8,225000,80000,0,1,0,1,1
Maruti Alto K10 VXI,1,6,320000,50000,0,1,0,1,1
Tata Indigo CR4,1,11,135000,158000,1,0,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,1,17,400000,400000,1,0,0,1,1
Maruti Wagon R VXI BS IV,0,7,400000,25000,0,1,0,1,1
Hyundai i20 Active 1.2 S,0,6,570000,35000,0,1,0,1,1
Maruti Ignis 1.2 Zeta BSIV,0,5,500000,12000,0,1,0,1,1
Maruti Omni MPI STD BSIV,0,8,130000,70000,0,1,0,1,1
Tata Tiago 1.2 Revotron XZ,0,5,360000,4000,0,1,0,1,1
Ford Figo Aspire 1.2 Ti-VCT Trend,0,6,530000,10832,0,1,1,0,1
Hyundai i10 Era,0,14,250000,50000,0,1,0,1,1
Nissan Sunny XL,0,7,600000,19495,0,1,1,0,1
Renault Duster 85PS Diesel RxL Plus,0,10,570000,62668,1,0,1,0,1
Mahindra XUV500 W6 2WD,0,10,850000,85710,1,0,1,0,1
Ford Figo Diesel EXI,1,12,250000,55130,1,0,1,0,1
Ford Ecosport 1.5 DV5 MT Titanium,1,9,580000,63356,1,0,1,0,1
Toyota Fortuner 3.0 Diesel,0,11,1680000,129627,1,0,1,0,1
Chevrolet Spark 1.0 LT,0,13,180000,15000,0,1,0,1,1
Tata Tiago 1.2 Revotron XE,0,6,300000,50000,0,1,0,1,1
Toyota Etios Liva VX,1,11,269000,70000,0,1,0,1,1
Maruti Alto K10 VXI,0,5,231999,20000,0,1,0,1,1
Chevrolet Beat LS,1,12,150000,60000,0,1,0,1,1
Hyundai Grand i10 Asta Option,0,6,495000,5000,0,1,0,1,1
Maruti Ciaz VXi,0,9,700000,15000,0,1,0,1,1
Datsun GO Plus T BSIV,1,5,400000,4400,0,1,0,1,1
Mahindra Xylo H4,1,4,599000,15000,1,0,0,1,1
Renault Duster 85PS Diesel RxL Optional,0,10,421000,45000,1,0,0,1,1
Ford EcoSport 1.5 Diesel Trend BSIV,0,5,841000,1000,1,0,0,1,1
Hyundai i10 Magna 1.1L,0,9,295000,38500,0,1,0,1,1
Hyundai i10 Sportz,0,12,220000,25000,0,1,0,1,1
Ford Classic 1.4 Duratorq LXI,0,10,250000,35000,1,0,0,1,1
Toyota Fortuner 3.0 Diesel,1,14,1100000,110000,1,0,0,1,1
Hyundai Verna 1.6 VTVT,0,11,300000,40000,0,1,0,1,1
Chevrolet Aveo U-VA 1.2,1,16,80000,110000,0,1,0,1,1
Chevrolet Beat Diesel LT,1,10,215000,20000,1,0,0,1,1
Hyundai EON Magna Plus,0,11,245000,14987,0,1,1,0,1
Ford EcoSport 1.5 TDCi Titanium BSIV,0,7,650000,25061,1,0,1,0,1
Ford Ecosport 1.5 Diesel Titanium,0,6,760000,42494,1,0,1,0,1
Honda Amaze S i-Dtech,0,9,395000,44875,1,0,1,0,1
Ford Figo Diesel EXI,1,9,280000,89741,1,0,1,0,1
Honda Jazz 1.5 S i DTEC,0,7,495000,65000,1,0,1,0,1
Honda Jazz 1.5 VX i DTEC,0,7,525000,35000,1,0,1,0,1
Toyota Innova 2.5 GX 8 STR BSIV,0,14,420000,347089,1,0,1,0,1
Tata New Safari DICOR 2.2 VX 4x2,0,13,210000,34500,1,0,0,1,1
Hyundai i20 Active 1.2 S,0,5,650000,30000,0,1,0,1,1
BMW 3 Series 320d Luxury Line,0,5,2300000,39000,1,0,0,1,0
Ford Freestyle Titanium Plus Diesel BSIV,0,4,525000,16000,1,0,0,1,1
Maruti Wagon R LXI CNG,1,13,195000,80000,0,0,0,1,1
Maruti Ertiga SHVS VDI,0,7,650000,60000,1,0,0,1,1
Mahindra TUV 300 T6 Plus,0,8,540000,110000,1,0,0,1,1
Maruti Alto 800 LXI,0,9,180000,61000,0,1,0,1,1
Mahindra Bolero Power Plus ZLX,0,6,750000,29000,1,0,0,1,1
Maruti Ertiga SHVS ZDI Plus,0,5,980000,50000,1,0,0,1,1
Fiat Grande Punto EVO 90HP 1.3 Sport,0,9,250000,90000,1,0,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz AT,0,5,550000,35000,0,1,0,1,0
Volkswagen Vento 1.6 Highline,1,8,509999,43000,0,1,0,1,1
Maruti Alto K10 LXI,0,6,320000,50000,0,1,0,1,1
Hyundai EON D Lite,0,7,275000,25000,0,1,0,1,1
Mahindra XUV500 W8 2WD,0,10,550000,222252,1,0,0,1,1
Maruti Wagon R VXI Minor,1,14,145000,50000,0,1,0,1,1
Fiat Grande Punto Emotion 90Hp,0,10,250000,80000,1,0,0,1,1
Hyundai Verna 1.6 SX,0,11,520000,35000,1,0,0,1,1
Maruti Alto LXi,1,16,95000,85000,0,1,0,1,1
Toyota Innova 2.5 V Diesel 7-seater,1,12,725000,110000,1,0,0,1,1
Maruti 800 AC,1,17,55000,70000,0,1,0,1,1
Honda City i DTEC VX,0,9,600000,100000,1,0,0,1,1
Volkswagen Vento New Diesel Highline,1,10,330000,120000,1,0,0,1,1
Maruti Swift Dzire VDI,0,8,470000,89000,1,0,0,1,1
Maruti Swift ZDi,0,10,365000,120000,1,0,0,1,1
Hyundai EON Magna Plus,1,10,250000,40000,0,1,0,1,1
Maruti Wagon R VXI BS IV,0,6,430000,17000,0,1,0,1,1
Maruti Swift VDI,1,10,400000,125000,1,0,0,1,1
Maruti Swift Dzire ZXI,1,8,615000,110000,0,1,0,1,1
Ford Figo Diesel Titanium,1,12,150000,120000,1,0,0,1,1
Ford Figo Diesel ZXI,0,9,240000,90000,1,0,0,1,1
Mahindra Scorpio S10 7 Seater,0,9,800000,90000,1,0,0,1,1
Hyundai EON LPG Magna Plus,0,8,240000,110000,0,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,1,9,600000,87000,1,0,0,1,1
Mahindra Scorpio LX,0,9,800000,15000,1,0,0,1,1
Hyundai EON 1.0 Kappa Magna Plus,0,8,160000,70000,0,1,0,1,1
Ford Fiesta Classic 1.6 Duratec CLXI,0,11,350000,38000,0,1,0,1,1
Honda City 1.5 V MT,1,12,300000,64000,0,1,0,1,1
Tata Sumo Gold EX BSIII,0,8,399000,55250,1,0,0,1,1
Mahindra Bolero DI,0,12,300000,110000,1,0,0,1,1
Maruti A-Star AT VXI,0,11,150000,70000,0,1,0,1,0
Chevrolet Cruze LTZ,1,13,320000,60000,1,0,0,1,1
Tata Hexa XM,0,5,1280000,17000,1,0,0,1,1
Renault KWID 1.0 RXT Optional,1,6,300000,13000,0,1,0,1,1
Nissan Terrano XL Plus ICC WT20 SE,0,7,1000000,60000,1,0,0,1,1
Mitsubishi Pajero Sport 4X4,1,11,1090000,120000,1,0,0,1,1
Tata New Safari DICOR 2.2 GX 4x2 BS IV,1,11,450000,97000,1,0,0,1,1
Tata Indica GLS BS IV,1,16,60000,130000,0,1,0,1,1
Maruti Swift Dzire ZXI,0,10,500000,50000,0,1,0,1,1
Tata Indigo CR4,1,11,200000,120000,1,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,0,8,650000,68000,1,0,0,1,1
Maruti Alto LXi,1,17,60000,100000,0,1,0,1,1
Maruti Ertiga VDI,0,10,250999,80000,1,0,0,1,1
Hyundai Accent Executive CNG,1,11,185000,67000,0,0,1,0,1
Maruti Alto K10 VXI,0,8,155000,60000,0,1,0,1,1
Maruti Swift VXI,0,4,600000,5000,0,1,0,1,1
Renault KWID RXE,0,7,300000,20000,0,1,0,1,1
Hyundai Creta 1.6 E Plus,0,5,850000,12500,0,1,0,1,1
Maruti Eeco CNG 5 Seater AC BSIV,0,4,470000,4000,0,0,0,1,1
Ford Figo 1.2P Titanium MT,0,4,600000,25000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater,1,10,700000,70000,1,0,0,1,1
Maruti Wagon R LXI DUO BSIII,0,16,70000,162000,0,0,0,1,1
Toyota Fortuner 3.0 Diesel,1,13,1250000,205000,1,0,0,1,1
Audi A6 2.8 FSI,1,15,650000,70000,0,1,0,1,0
Hyundai Xcent 1.2 CRDi S,1,5,450000,70000,1,0,0,1,1
Mahindra XUV500 W8 2WD,1,9,750000,100000,1,0,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater,1,10,775000,70000,1,0,0,1,1
Hyundai Santa Fe 4X4,0,12,800000,220000,1,0,0,1,1
Honda Amaze E i-Vtech,1,8,360000,80000,0,1,0,1,1
Toyota Corolla Altis Diesel D4DG,0,13,250000,120000,1,0,0,1,1
Jeep Compass 2.0 Longitude Option BSIV,0,6,1490000,22038,1,0,0,1,1
Nissan Terrano XL 110 PS,0,10,600000,80000,1,0,0,1,1
Maruti Alto LX,0,13,120000,90000,0,1,0,1,1
Tata New Safari DICOR 2.2 EX 4x2,1,11,320000,140000,1,0,0,1,1
Mahindra Thar 4X2,1,12,400000,120000,1,0,0,1,1
Maruti Swift Dzire ZDI,0,8,302000,60000,1,0,0,1,1
Chevrolet Beat Diesel LT,1,12,130000,80000,1,0,0,1,1
Maruti Swift Dzire LXI Option,1,9,150000,60000,0,1,0,1,1
Tata Indica Vista Aura Plus 1.3 Quadrajet,1,11,200000,90000,1,0,0,1,1
Toyota Innova 2.5 G1 BSIV,0,11,950000,80000,1,0,0,1,1
Maruti Swift Vdi BSIII,1,15,120000,175000,1,0,0,1,1
Mahindra XUV500 W7 BSIV,0,4,1400000,10000,1,0,0,1,1
Hyundai i20 1.2 Asta Option,0,6,620000,65000,0,1,0,1,1
Toyota Innova 2.5 GX 8 STR BSIV,0,11,449000,90000,1,0,0,1,1
Maruti Alto LXi,0,16,100000,70000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0,5,600000,2500,0,1,0,1,1
Honda Amaze VX i-DTEC,0,7,700000,35000,1,0,0,1,1
Chevrolet Beat Diesel LT,0,11,250000,40000,1,0,0,1,1
Maruti Baleno RS 1.0 Petrol,0,5,550000,63000,0,1,0,1,1
Skoda Superb Ambition 2.0 TDI CR AT,0,10,675000,88000,1,0,1,0,0
Nissan Terrano XL Plus 85 PS,0,8,530000,55000,1,0,1,0,1
Chevrolet Enjoy TCDi LT 7 Seater,0,9,325000,71014,1,0,1,0,1
Renault Scala Diesel RxL,0,8,370000,60000,1,0,1,0,1
Skoda Rapid 1.5 TDI Ambition,0,9,360000,70000,1,0,0,1,1
Skoda Superb LK 1.8 TSI AT,0,11,650000,60000,0,1,1,0,0
Ford Fiesta 1.5 TDCi Titanium,1,11,199000,92000,1,0,1,0,1
Mahindra Quanto C6,0,9,285000,89126,1,0,0,1,1
Volkswagen Jetta 1.9 TDI Comfortline DSG,0,14,260000,134000,1,0,0,1,0
Maruti Ciaz 1.4 AT Zeta,0,4,869999,15000,0,1,1,0,0
Hyundai Grand i10 1.2 CRDi Magna,0,7,425000,42500,1,0,1,0,1
Chevrolet Cruze LTZ AT,0,11,490000,42000,1,0,1,0,0
Mahindra XUV500 AT W8 FWD,1,8,750000,70000,1,0,0,1,0
Honda City 1.5 EXI,1,19,125000,110000,0,1,0,1,1
Fiat Linea 1.3 Emotion,0,9,221000,131365,1,0,0,1,1
Volkswagen Vento 1.5 TDI Highline AT,0,7,724000,48980,1,0,1,0,0
Honda Amaze VX AT i-Vtech,0,9,440000,46000,0,1,1,0,0
Chevrolet Spark 1.0 LS,1,14,70000,60000,0,1,0,1,1
Maruti Baleno Delta Diesel,0,8,511000,58000,1,0,1,0,1
Maruti S-Cross Alpha DDiS 200 SH,0,7,790000,22000,1,0,1,0,1
Hyundai i20 1.2 Asta Option,0,6,640000,37000,0,1,0,1,1
Hyundai Santro Xing GLS,1,14,120000,70000,0,1,0,1,1
Chevrolet Beat Diesel LT,1,11,126000,98900,1,0,0,1,1
Chevrolet Beat Diesel LT,0,11,120000,125000,1,0,0,1,1
Mahindra TUV 300 T4 Plus,0,6,650000,60000,1,0,0,1,1
Hyundai Grand i10 Asta,1,9,450000,80000,0,1,0,1,1
Maruti Zen Estilo LXI Green (CNG),1,13,110000,80000,0,0,0,1,1
Mahindra Bolero Power Plus Plus AC BSIV PS,0,6,600000,40000,1,0,0,1,1
Mahindra XUV500 W8 4WD,1,11,620000,80000,1,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,0,9,600000,30000,1,0,0,1,1
Mahindra Bolero Power Plus ZLX,0,5,795000,35000,1,0,0,1,1
Tata Winger Deluxe - Hi Roof (AC),1,12,300000,180000,1,0,0,1,1
Renault Lodgy 85PS RxL,0,8,495000,60000,1,0,0,1,1
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
Audi Q3 2.0 TDI Quattro Premium Plus,0,8,1750000,127643,1,0,1,0,0
Tata Hexa XTA,0,5,1350000,34000,1,0,0,1,0
Mahindra Xylo D4,0,9,350000,145000,1,0,0,1,1
Datsun RediGO AMT 1.0 S,0,5,300000,25000,0,1,0,1,0
Tata Zest Revotron 1.2T XMS,1,5,400000,54000,0,1,1,0,1
Audi A6 2.0 TDI  Design Edition,0,9,1750000,102354,1,0,1,0,0
Maruti Zen LX,1,24,70000,70000,0,1,0,1,1
Nissan Sunny XL D,0,5,500000,70000,1,0,0,1,1
Audi Q3 35 TDI Quattro Technology,0,6,2575000,36000,1,0,1,0,0
Honda Brio VX,0,9,345000,58000,0,1,1,0,1
Tata Indigo CR4,0,10,220000,100000,1,0,0,1,1
